Code,Depto,Municipio,Censo Electoral,Participación/Total votación,Abstención,Ganador Circunscripción Nacional,Votos Válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,Partido Conservador,FARC,Partido Liberal,Opción Ciudadana,MIRA,Polo Democrático Alternativo,Partido de la U,Somos,Todos Somos Colombia,Coalición Lista de la Decencia (ASI-UP-MAIS),GSC Colombia Justa Libres,GSC Si se puede,GSC Unión con Fortaleza,Voto en Blanco (Nacional),Ganador Circunscripción Indígena,Votos Válidos Indígenas,Autoridad Tradicional Casiyouren,MAIS,AICO,Movimiento Indígena Ambiental - MIA,Movimiento Político Soberanía,ASI,Renovación Étnica de Colombia,Voto en Blanco (Indígena),Vótos Válidos (todas las circunscripciones),Votos Inválidos,Votos Nulos,Tarjetones no Marcados,%Participación,%Abstención,%Votos Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%Partido Conservador,%FARC,%Partido Liberal,%Opción Ciudadana,%MIRA,%Polo Democrático Alternativo,%Partido de la U,%Somos,%Todos Somos Colombia,%Coalición Lista de la Decencia (ASI-UP-MAIS),%GSC Colombia Justa Libres,%GSC Si se puede,%GSC Unión con Fortaleza,%Voto en Blanco (Nacional),%Válidos Indígenas,%Autoridad Tradicional Casiyouren,%MAIS,%AICO,%Movimiento Indígena Ambiental - MIA,%Movimiento Político Soberanía,%ASI,%Renovación Étnica de Colombia,%Voto en Blanco (Indígena),%Vótos Válidos (todas las circunscripciones),%Votos Inválidos,%Votos Nulos,%Tarjetones no Marcados
25772,Cundinamarca,Suesca,10195,5708,4487,Partido Conservador,4120,401,606,312,723,6,360,56,75,164,685,19,9,133,27,5,9,530,Voto en Blanco ,422,1,7,0,2,0,4,1,407,4542,1166,789,377,56.0%,44.0%,72.2%,9.7%,14.7%,7.6%,17.5%,0.1%,8.7%,1.4%,1.8%,4.0%,16.6%,0.5%,0.2%,3.2%,0.7%,0.1%,0.2%,12.9%,7.4%,0.2%,1.7%,0.0%,0.5%,0.0%,0.9%,0.2%,96.4%,79.6%,20.4%,13.8%,6.6%
25777,Cundinamarca,Supatá,4235,2072,2163,Partido Conservador,1791,71,148,421,737,3,58,18,9,25,161,4,5,19,32,2,0,78,Voto en Blanco ,37,0,0,4,0,0,1,0,32,1828,244,115,129,48.9%,51.1%,86.4%,4.0%,8.3%,23.5%,41.2%,0.2%,3.2%,1.0%,0.5%,1.4%,9.0%,0.2%,0.3%,1.1%,1.8%,0.1%,0.0%,4.4%,1.8%,0.0%,0.0%,10.8%,0.0%,0.0%,2.7%,0.0%,86.5%,88.2%,11.8%,5.6%,6.2%
25779,Cundinamarca,Susa,5218,2330,2888,Partido de la U,2052,77,120,136,209,1,46,21,6,44,1157,31,2,33,23,2,1,143,Voto en Blanco ,59,1,1,0,0,0,1,0,56,2111,219,133,86,44.7%,55.3%,88.1%,3.8%,5.8%,6.6%,10.2%,0.0%,2.2%,1.0%,0.3%,2.1%,56.4%,1.5%,0.1%,1.6%,1.1%,0.1%,0.0%,7.0%,2.5%,1.7%,1.7%,0.0%,0.0%,0.0%,1.7%,0.0%,94.9%,90.6%,9.4%,5.7%,3.7%
25781,Cundinamarca,Sutatausa,3702,1829,1873,Cambio Radical,1452,99,446,176,201,3,112,14,10,38,132,6,3,25,25,3,2,157,Voto en Blanco ,90,0,0,0,0,0,0,0,90,1542,287,172,115,49.4%,50.6%,79.4%,6.8%,30.7%,12.1%,13.8%,0.2%,7.7%,1.0%,0.7%,2.6%,9.1%,0.4%,0.2%,1.7%,1.7%,0.2%,0.1%,10.8%,4.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,84.3%,15.7%,9.4%,6.3%
25785,Cundinamarca,Tabio,15317,8161,7156,Partido de la U,6486,754,330,1251,339,19,224,37,196,231,1984,29,27,176,102,2,8,777,Voto en Blanco ,554,1,8,1,2,1,16,3,522,7040,1121,801,320,53.3%,46.7%,79.5%,11.6%,5.1%,19.3%,5.2%,0.3%,3.5%,0.6%,3.0%,3.6%,30.6%,0.4%,0.4%,2.7%,1.6%,0.0%,0.1%,12.0%,6.8%,0.2%,1.4%,0.2%,0.4%,0.2%,2.9%,0.5%,94.2%,86.3%,13.7%,9.8%,3.9%
25793,Cundinamarca,Tausa,5757,2630,3127,Cambio Radical,1958,100,472,255,212,0,266,7,35,72,235,18,4,35,29,0,1,217,Voto en Blanco ,109,0,1,1,0,0,0,0,107,2067,563,333,230,45.7%,54.3%,74.4%,5.1%,24.1%,13.0%,10.8%,0.0%,13.6%,0.4%,1.8%,3.7%,12.0%,0.9%,0.2%,1.8%,1.5%,0.0%,0.1%,11.1%,4.1%,0.0%,0.9%,0.9%,0.0%,0.0%,0.0%,0.0%,98.2%,78.6%,21.4%,12.7%,8.7%
25797,Cundinamarca,Tena,6375,3017,3358,Partido Liberal,2550,162,402,425,246,4,472,136,32,75,331,5,10,42,41,1,0,166,Voto en Blanco ,74,0,2,1,0,2,1,1,67,2624,393,118,275,47.3%,52.7%,84.5%,6.4%,15.8%,16.7%,9.6%,0.2%,18.5%,5.3%,1.3%,2.9%,13.0%,0.2%,0.4%,1.6%,1.6%,0.0%,0.0%,6.5%,2.5%,0.0%,2.7%,1.4%,0.0%,2.7%,1.4%,1.4%,90.5%,87.0%,13.0%,3.9%,9.1%
25799,Cundinamarca,Tenjo,14798,7961,6837,Centro Democrático,6454,1114,1050,1561,243,10,597,77,192,203,501,23,13,170,85,6,5,604,Voto en Blanco ,406,0,11,18,2,8,11,1,355,6860,1101,808,293,53.8%,46.2%,81.1%,17.3%,16.3%,24.2%,3.8%,0.2%,9.3%,1.2%,3.0%,3.1%,7.8%,0.4%,0.2%,2.6%,1.3%,0.1%,0.1%,9.4%,5.1%,0.0%,2.7%,4.4%,0.5%,2.0%,2.7%,0.2%,87.4%,86.2%,13.8%,10.1%,3.7%
25805,Cundinamarca,Tibacuy,3820,1857,1963,Partido de la U,1619,41,78,187,274,7,57,32,30,44,751,2,5,36,17,0,3,55,Voto en Blanco ,31,0,0,0,0,0,0,0,31,1650,207,95,112,48.6%,51.4%,87.2%,2.5%,4.8%,11.6%,16.9%,0.4%,3.5%,2.0%,1.9%,2.7%,46.4%,0.1%,0.3%,2.2%,1.1%,0.0%,0.2%,3.4%,1.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,88.9%,11.1%,5.1%,6.0%
25807,Cundinamarca,Tibirita,2964,1275,1689,Partido Conservador,1073,68,102,139,576,2,22,5,7,27,65,0,4,16,4,0,1,35,Voto en Blanco ,15,0,1,0,1,0,1,1,11,1088,187,49,138,43.0%,57.0%,84.2%,6.3%,9.5%,13.0%,53.7%,0.2%,2.1%,0.5%,0.7%,2.5%,6.1%,0.0%,0.4%,1.5%,0.4%,0.0%,0.1%,3.3%,1.2%,0.0%,6.7%,0.0%,6.7%,0.0%,6.7%,6.7%,73.3%,85.3%,14.7%,3.8%,10.8%
25815,Cundinamarca,Tocaima,12985,5454,7531,Partido de la U,4644,249,715,989,382,6,452,40,190,95,1085,7,16,65,137,1,12,203,Voto en Blanco ,133,1,0,4,0,1,3,0,124,4777,677,305,372,42.0%,58.0%,85.1%,5.4%,15.4%,21.3%,8.2%,0.1%,9.7%,0.9%,4.1%,2.0%,23.4%,0.2%,0.3%,1.4%,3.0%,0.0%,0.3%,4.4%,2.4%,0.8%,0.0%,3.0%,0.0%,0.8%,2.3%,0.0%,93.2%,87.6%,12.4%,5.6%,6.8%
25817,Cundinamarca,Tocancipá,25908,15052,10856,Centro Democrático,10643,1207,924,1773,611,15,1082,203,401,548,1093,74,37,507,454,23,18,1673,Voto en Blanco ,1337,0,48,6,4,3,46,4,1226,11980,3072,2453,619,58.1%,41.9%,70.7%,11.3%,8.7%,16.7%,5.7%,0.1%,10.2%,1.9%,3.8%,5.1%,10.3%,0.7%,0.3%,4.8%,4.3%,0.2%,0.2%,15.7%,8.9%,0.0%,3.6%,0.4%,0.3%,0.2%,3.4%,0.3%,91.7%,79.6%,20.4%,16.3%,4.1%
25823,Cundinamarca,Topaipí,4304,2486,1818,Partido de la U,2099,26,320,137,32,0,121,23,6,5,1366,1,5,10,8,0,14,25,Voto en Blanco ,8,0,1,0,0,0,0,1,6,2107,379,64,315,57.8%,42.2%,84.4%,1.2%,15.2%,6.5%,1.5%,0.0%,5.8%,1.1%,0.3%,0.2%,65.1%,0.0%,0.2%,0.5%,0.4%,0.0%,0.7%,1.2%,0.3%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,75.0%,84.8%,15.2%,2.6%,12.7%
25839,Cundinamarca,Ubalá,8739,3652,5087,Partido Conservador,2961,52,376,273,1299,0,50,34,10,52,533,14,13,26,74,1,5,149,Voto en Blanco ,80,0,0,0,0,1,0,0,79,3041,611,227,384,41.8%,58.2%,81.1%,1.8%,12.7%,9.2%,43.9%,0.0%,1.7%,1.1%,0.3%,1.8%,18.0%,0.5%,0.4%,0.9%,2.5%,0.0%,0.2%,5.0%,2.2%,0.0%,0.0%,0.0%,0.0%,1.3%,0.0%,0.0%,98.8%,83.3%,16.7%,6.2%,10.5%
25841,Cundinamarca,Ubaque,5685,2482,3203,Partido Conservador,2036,105,227,333,424,13,67,29,88,53,399,13,3,93,27,0,5,157,Voto en Blanco ,87,0,2,11,1,0,14,0,59,2123,359,166,193,43.7%,56.3%,82.0%,5.2%,11.1%,16.4%,20.8%,0.6%,3.3%,1.4%,4.3%,2.6%,19.6%,0.6%,0.1%,4.6%,1.3%,0.0%,0.2%,7.7%,3.5%,0.0%,2.3%,12.6%,1.1%,0.0%,16.1%,0.0%,67.8%,85.5%,14.5%,6.7%,7.8%
25843,Cundinamarca,Ubaté,32085,15289,16796,Voto en Blanco ,11836,1332,1405,1637,981,33,765,104,846,559,1489,95,24,362,364,5,16,1819,Voto en Blanco ,910,0,11,6,2,1,3,2,885,12746,2543,1891,652,47.7%,52.3%,77.4%,11.3%,11.9%,13.8%,8.3%,0.3%,6.5%,0.9%,7.1%,4.7%,12.6%,0.8%,0.2%,3.1%,3.1%,0.0%,0.1%,15.4%,6.0%,0.0%,1.2%,0.7%,0.2%,0.1%,0.3%,0.2%,97.3%,83.4%,16.6%,12.4%,4.3%
25845,Cundinamarca,Une,6413,3608,2805,Partido de la U,3226,71,708,213,213,4,192,20,13,56,1443,8,1,81,34,1,2,166,Voto en Blanco ,75,0,0,2,0,0,1,0,72,3301,307,177,130,56.3%,43.7%,89.4%,2.2%,21.9%,6.6%,6.6%,0.1%,6.0%,0.6%,0.4%,1.7%,44.7%,0.2%,0.0%,2.5%,1.1%,0.0%,0.1%,5.1%,2.1%,0.0%,0.0%,2.7%,0.0%,0.0%,1.3%,0.0%,96.0%,91.5%,8.5%,4.9%,3.6%
25851,Cundinamarca,Útica,4705,2360,2345,Partido Conservador,2081,34,133,457,792,0,411,15,12,16,140,0,1,8,24,0,0,38,Voto en Blanco ,17,0,0,0,0,0,0,0,17,2098,262,86,176,50.2%,49.8%,88.2%,1.6%,6.4%,22.0%,38.1%,0.0%,19.8%,0.7%,0.6%,0.8%,6.7%,0.0%,0.0%,0.4%,1.2%,0.0%,0.0%,1.8%,0.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,88.9%,11.1%,3.6%,7.5%
25862,Cundinamarca,Vergara,7215,3111,4104,Partido Conservador,2599,70,106,473,1295,1,82,119,41,26,209,4,9,31,58,2,2,71,Voto en Blanco ,39,0,0,0,0,0,0,0,39,2638,473,160,313,43.1%,56.9%,83.5%,2.7%,4.1%,18.2%,49.8%,0.0%,3.2%,4.6%,1.6%,1.0%,8.0%,0.2%,0.3%,1.2%,2.2%,0.1%,0.1%,2.7%,1.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,84.8%,15.2%,5.1%,10.1%
25867,Cundinamarca,Vianí,3891,1643,2248,Centro Democrático,1351,37,116,404,109,0,260,10,44,20,204,26,6,26,27,0,1,61,Voto en Blanco ,29,0,0,2,0,0,4,0,23,1380,263,77,186,42.2%,57.8%,82.2%,2.7%,8.6%,29.9%,8.1%,0.0%,19.2%,0.7%,3.3%,1.5%,15.1%,1.9%,0.4%,1.9%,2.0%,0.0%,0.1%,4.5%,1.8%,0.0%,0.0%,6.9%,0.0%,0.0%,13.8%,0.0%,79.3%,84.0%,16.0%,4.7%,11.3%
25871,Cundinamarca,Villagómez,1970,1015,955,Partido de la U,887,9,52,157,84,0,70,14,5,22,420,5,2,15,13,0,0,19,Voto en Blanco ,7,0,0,1,0,0,0,0,6,894,121,49,72,51.5%,48.5%,87.4%,1.0%,5.9%,17.7%,9.5%,0.0%,7.9%,1.6%,0.6%,2.5%,47.4%,0.6%,0.2%,1.7%,1.5%,0.0%,0.0%,2.1%,0.7%,0.0%,0.0%,14.3%,0.0%,0.0%,0.0%,0.0%,85.7%,88.1%,11.9%,4.8%,7.1%
25873,Cundinamarca,Villapinzón,13094,7078,6016,Centro Democrático,5879,327,446,1930,1493,4,212,73,15,181,422,80,17,83,50,5,7,534,Voto en Blanco ,308,1,0,1,1,1,4,3,297,6187,891,524,367,54.1%,45.9%,83.1%,5.6%,7.6%,32.8%,25.4%,0.1%,3.6%,1.2%,0.3%,3.1%,7.2%,1.4%,0.3%,1.4%,0.9%,0.1%,0.1%,9.1%,4.4%,0.3%,0.0%,0.3%,0.3%,0.3%,1.3%,1.0%,96.4%,87.4%,12.6%,7.4%,5.2%
25875,Cundinamarca,Villeta,22493,10970,11523,Centro Democrático,9624,406,676,2598,1978,11,978,154,326,223,1182,51,17,149,402,1,20,452,Voto en Blanco ,201,0,7,1,0,1,2,0,190,9825,1145,615,530,48.8%,51.2%,87.7%,4.2%,7.0%,27.0%,20.6%,0.1%,10.2%,1.6%,3.4%,2.3%,12.3%,0.5%,0.2%,1.5%,4.2%,0.0%,0.2%,4.7%,1.8%,0.0%,3.5%,0.5%,0.0%,0.5%,1.0%,0.0%,94.5%,89.6%,10.4%,5.6%,4.8%
25878,Cundinamarca,Viotá,10594,4677,5917,Centro Democrático,4034,202,224,1367,177,36,594,77,82,104,726,6,10,156,135,7,22,109,Voto en Blanco ,72,0,2,19,0,0,1,0,50,4106,571,210,361,44.1%,55.9%,86.3%,5.0%,5.6%,33.9%,4.4%,0.9%,14.7%,1.9%,2.0%,2.6%,18.0%,0.1%,0.2%,3.9%,3.3%,0.2%,0.5%,2.7%,1.5%,0.0%,2.8%,26.4%,0.0%,0.0%,1.4%,0.0%,69.4%,87.8%,12.2%,4.5%,7.7%
25885,Cundinamarca,Yacopí,11387,5332,6055,Partido de la U,4154,35,316,536,149,2,389,555,18,27,1882,9,9,20,139,2,2,64,Voto en Blanco ,26,0,3,0,0,0,0,1,22,4180,1152,194,958,46.8%,53.2%,77.9%,0.8%,7.6%,12.9%,3.6%,0.0%,9.4%,13.4%,0.4%,0.6%,45.3%,0.2%,0.2%,0.5%,3.3%,0.0%,0.0%,1.5%,0.5%,0.0%,11.5%,0.0%,0.0%,0.0%,0.0%,3.8%,84.6%,78.4%,21.6%,3.6%,18.0%
25898,Cundinamarca,Zipacón,4081,2238,1843,Centro Democrático,1911,109,220,431,288,4,321,40,21,55,203,6,7,40,25,0,5,136,Voto en Blanco ,63,0,2,0,0,0,0,0,61,1974,264,150,114,54.8%,45.2%,85.4%,5.7%,11.5%,22.6%,15.1%,0.2%,16.8%,2.1%,1.1%,2.9%,10.6%,0.3%,0.4%,2.1%,1.3%,0.0%,0.3%,7.1%,2.8%,0.0%,3.2%,0.0%,0.0%,0.0%,0.0%,0.0%,96.8%,88.2%,11.8%,6.7%,5.1%
25899,Cundinamarca,Zipaquirá,85692,49085,36607,Voto en Blanco ,37213,5745,3834,4325,1388,71,2161,236,1023,2366,5067,634,365,2705,941,15,51,6286,Voto en Blanco ,3471,3,93,59,5,8,44,16,3243,40684,8401,6729,1672,57.3%,42.7%,75.8%,15.4%,10.3%,11.6%,3.7%,0.2%,5.8%,0.6%,2.7%,6.4%,13.6%,1.7%,1.0%,7.3%,2.5%,0.0%,0.1%,16.9%,7.1%,0.1%,2.7%,1.7%,0.1%,0.2%,1.3%,0.5%,93.4%,82.9%,17.1%,13.7%,3.4%
27001,Chocó,Quibdó,80687,39114,41573,Partido Liberal,28969,3273,3692,2193,3044,528,5489,532,1718,686,5291,44,502,331,310,35,229,1072,MAIS,2611,25,1868,35,5,21,94,27,536,31580,7534,3797,3737,48.5%,51.5%,74.1%,11.3%,12.7%,7.6%,10.5%,1.8%,18.9%,1.8%,5.9%,2.4%,18.3%,0.2%,1.7%,1.1%,1.1%,0.1%,0.8%,3.7%,6.7%,1.0%,71.5%,1.3%,0.2%,0.8%,3.6%,1.0%,20.5%,80.7%,19.3%,9.7%,9.6%
27006,Chocó,Acandí,8608,3774,4834,Partido de la U,2895,114,301,142,289,2,641,377,65,23,794,1,20,11,21,0,10,84,Voto en Blanco ,48,0,14,4,0,0,0,0,30,2943,831,232,599,43.8%,56.2%,76.7%,3.9%,10.4%,4.9%,10.0%,0.1%,22.1%,13.0%,2.2%,0.8%,27.4%,0.0%,0.7%,0.4%,0.7%,0.0%,0.3%,2.9%,1.3%,0.0%,29.2%,8.3%,0.0%,0.0%,0.0%,0.0%,62.5%,78.0%,22.0%,6.1%,15.9%
27025,Chocó,Alto Baudó,10065,5539,4526,Partido Conservador,4396,808,824,23,1281,0,588,25,7,16,790,0,5,2,0,0,0,27,MAIS,929,0,928,0,0,1,0,0,0,5325,214,124,90,55.0%,45.0%,79.4%,18.4%,18.7%,0.5%,29.1%,0.0%,13.4%,0.6%,0.2%,0.4%,18.0%,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%,0.6%,16.8%,0.0%,99.9%,0.0%,0.0%,0.1%,0.0%,0.0%,0.0%,96.1%,3.9%,2.2%,1.6%
27050,Chocó,Atrato,8774,4134,4640,Cambio Radical,3548,269,1036,101,305,15,714,12,46,37,806,0,28,8,5,2,105,59,MAIS,92,0,79,0,0,0,2,1,10,3640,494,284,210,47.1%,52.9%,85.8%,7.6%,29.2%,2.8%,8.6%,0.4%,20.1%,0.3%,1.3%,1.0%,22.7%,0.0%,0.8%,0.2%,0.1%,0.1%,3.0%,1.7%,2.2%,0.0%,85.9%,0.0%,0.0%,0.0%,2.2%,1.1%,10.9%,88.1%,11.9%,6.9%,5.1%
27073,Chocó,Bagadó,8234,4075,4159,Cambio Radical,2969,101,782,48,363,11,715,111,16,11,771,0,3,1,13,0,7,16,MAIS,642,2,629,1,0,2,1,5,2,3611,464,199,265,49.5%,50.5%,72.9%,3.4%,26.3%,1.6%,12.2%,0.4%,24.1%,3.7%,0.5%,0.4%,26.0%,0.0%,0.1%,0.0%,0.4%,0.0%,0.2%,0.5%,15.8%,0.3%,98.0%,0.2%,0.0%,0.3%,0.2%,0.8%,0.3%,88.6%,11.4%,4.9%,6.5%
27075,Chocó,Bahía Solano,7745,3481,4264,Partido de la U,2653,273,288,276,161,5,388,14,48,20,1047,1,19,30,7,0,3,73,MAIS,93,0,61,6,0,3,0,0,23,2746,735,194,541,44.9%,55.1%,76.2%,10.3%,10.9%,10.4%,6.1%,0.2%,14.6%,0.5%,1.8%,0.8%,39.5%,0.0%,0.7%,1.1%,0.3%,0.0%,0.1%,2.8%,2.7%,0.0%,65.6%,6.5%,0.0%,3.2%,0.0%,0.0%,24.7%,78.9%,21.1%,5.6%,15.5%
27077,Chocó,Bajo Baudó,10461,5381,5080,Partido de la U,4939,51,108,423,1211,0,760,147,38,6,2137,0,11,8,2,2,0,35,MAIS,6,0,3,0,0,0,1,0,2,4945,436,231,205,51.4%,48.6%,91.8%,1.0%,2.2%,8.6%,24.5%,0.0%,15.4%,3.0%,0.8%,0.1%,43.3%,0.0%,0.2%,0.2%,0.0%,0.0%,0.0%,0.7%,0.1%,0.0%,50.0%,0.0%,0.0%,0.0%,16.7%,0.0%,33.3%,91.9%,8.1%,4.3%,3.8%
27099,Chocó,Bojayá,7239,3860,3379,Partido de la U,2268,85,269,105,466,119,469,18,109,21,573,2,6,1,6,0,1,18,MAIS,877,0,862,3,0,0,4,1,7,3145,715,125,590,53.3%,46.7%,58.8%,3.7%,11.9%,4.6%,20.5%,5.2%,20.7%,0.8%,4.8%,0.9%,25.3%,0.1%,0.3%,0.0%,0.3%,0.0%,0.0%,0.8%,22.7%,0.0%,98.3%,0.3%,0.0%,0.0%,0.5%,0.1%,0.8%,81.5%,18.5%,3.2%,15.3%
27135,Chocó,El Cantón del San Pablo,4763,2452,2311,Partido Conservador,2061,96,170,78,933,47,282,9,10,6,344,0,24,2,13,4,21,22,MAIS,4,0,3,0,0,0,0,0,1,2065,387,208,179,51.5%,48.5%,84.1%,4.7%,8.2%,3.8%,45.3%,2.3%,13.7%,0.4%,0.5%,0.3%,16.7%,0.0%,1.2%,0.1%,0.6%,0.2%,1.0%,1.1%,0.2%,0.0%,75.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,84.2%,15.8%,8.5%,7.3%
27150,Chocó,Carmen del Darién,6179,2392,3787,Partido Liberal,1861,89,126,343,67,120,706,76,11,14,254,0,12,21,1,2,4,15,MAIS,117,0,104,6,0,0,2,3,2,1978,414,177,237,38.7%,61.3%,77.8%,4.8%,6.8%,18.4%,3.6%,6.4%,37.9%,4.1%,0.6%,0.8%,13.6%,0.0%,0.6%,1.1%,0.1%,0.1%,0.2%,0.8%,4.9%,0.0%,88.9%,5.1%,0.0%,0.0%,1.7%,2.6%,1.7%,82.7%,17.3%,7.4%,9.9%
27160,Chocó,Cértegui,4205,2503,1702,Partido Liberal,2156,90,324,132,404,7,607,92,82,18,349,0,11,2,1,0,4,33,MAIS,42,0,30,5,0,0,2,0,5,2198,305,210,95,59.5%,40.5%,86.1%,4.2%,15.0%,6.1%,18.7%,0.3%,28.2%,4.3%,3.8%,0.8%,16.2%,0.0%,0.5%,0.1%,0.0%,0.0%,0.2%,1.5%,1.7%,0.0%,71.4%,11.9%,0.0%,0.0%,4.8%,0.0%,11.9%,87.8%,12.2%,8.4%,3.8%
27205,Chocó,Condoto,10644,5362,5282,Cambio Radical,4518,307,1398,366,536,12,610,75,130,48,938,4,17,5,3,5,1,63,MAIS,41,0,20,0,1,0,2,0,18,4559,803,439,364,50.4%,49.6%,84.3%,6.8%,30.9%,8.1%,11.9%,0.3%,13.5%,1.7%,2.9%,1.1%,20.8%,0.1%,0.4%,0.1%,0.1%,0.1%,0.0%,1.4%,0.8%,0.0%,48.8%,0.0%,2.4%,0.0%,4.9%,0.0%,43.9%,85.0%,15.0%,8.2%,6.8%
27245,Chocó,El Carmen de Atrato,6021,2561,3460,Partido de la U,1618,49,110,241,157,116,276,27,16,38,435,12,2,12,10,3,6,108,MAIS,120,1,69,2,0,0,1,1,46,1738,823,149,674,42.5%,57.5%,63.2%,3.0%,6.8%,14.9%,9.7%,7.2%,17.1%,1.7%,1.0%,2.3%,26.9%,0.7%,0.1%,0.7%,0.6%,0.2%,0.4%,6.7%,4.7%,0.8%,57.5%,1.7%,0.0%,0.0%,0.8%,0.8%,38.3%,67.9%,32.1%,5.8%,26.3%
27250,Chocó,El Litoral del San Juan,7422,3728,3694,Partido de la U,2998,259,263,88,553,27,470,22,1,39,1196,0,22,3,11,1,1,42,MAIS,77,0,45,1,0,1,18,1,11,3075,653,236,417,50.2%,49.8%,80.4%,8.6%,8.8%,2.9%,18.4%,0.9%,15.7%,0.7%,0.0%,1.3%,39.9%,0.0%,0.7%,0.1%,0.4%,0.0%,0.0%,1.4%,2.1%,0.0%,58.4%,1.3%,0.0%,1.3%,23.4%,1.3%,14.3%,82.5%,17.5%,6.3%,11.2%
27361,Chocó,Istmina,21442,10210,11232,Partido Liberal,7313,993,1349,384,596,43,1475,276,355,183,1203,25,43,30,123,5,9,221,MAIS,269,0,139,6,0,3,19,7,95,7582,2628,725,1903,47.6%,52.4%,71.6%,13.6%,18.4%,5.3%,8.1%,0.6%,20.2%,3.8%,4.9%,2.5%,16.5%,0.3%,0.6%,0.4%,1.7%,0.1%,0.1%,3.0%,2.6%,0.0%,51.7%,2.2%,0.0%,1.1%,7.1%,2.6%,35.3%,74.3%,25.7%,7.1%,18.6%
27372,Chocó,Juradó,3071,1208,1863,Partido de la U,877,14,180,19,18,0,276,1,4,4,337,0,4,1,1,0,0,18,MAIS,199,0,193,0,0,0,0,0,6,1076,132,42,90,39.3%,60.7%,72.6%,1.6%,20.5%,2.2%,2.1%,0.0%,31.5%,0.1%,0.5%,0.5%,38.4%,0.0%,0.5%,0.1%,0.1%,0.0%,0.0%,2.1%,16.5%,0.0%,97.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.0%,89.1%,10.9%,3.5%,7.5%
27413,Chocó,Lloró,8003,3522,4481,Partido Liberal,2454,108,341,85,346,13,736,15,22,8,636,2,18,2,6,0,84,32,MAIS,415,0,400,2,0,1,4,0,8,2869,653,322,331,44.0%,56.0%,69.7%,4.4%,13.9%,3.5%,14.1%,0.5%,30.0%,0.6%,0.9%,0.3%,25.9%,0.1%,0.7%,0.1%,0.2%,0.0%,3.4%,1.3%,11.8%,0.0%,96.4%,0.5%,0.0%,0.2%,1.0%,0.0%,1.9%,81.5%,18.5%,9.1%,9.4%
27425,Chocó,Medio Atrato,5918,2957,2961,Partido Liberal,2563,362,123,60,435,156,719,6,17,44,515,0,106,5,8,1,3,3,MAIS,229,0,214,0,0,0,8,7,0,2792,165,106,59,50.0%,50.0%,86.7%,14.1%,4.8%,2.3%,17.0%,6.1%,28.1%,0.2%,0.7%,1.7%,20.1%,0.0%,4.1%,0.2%,0.3%,0.0%,0.1%,0.1%,7.7%,0.0%,93.4%,0.0%,0.0%,0.0%,3.5%,3.1%,0.0%,94.4%,5.6%,3.6%,2.0%
27430,Chocó,Medio Baudó,8079,4738,3341,Cambio Radical,4341,111,1571,40,217,0,793,42,11,32,1508,0,6,1,1,0,0,8,MAIS,103,0,75,0,0,0,24,1,3,4444,294,137,157,58.6%,41.4%,91.6%,2.6%,36.2%,0.9%,5.0%,0.0%,18.3%,1.0%,0.3%,0.7%,34.7%,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%,0.2%,2.2%,0.0%,72.8%,0.0%,0.0%,0.0%,23.3%,1.0%,2.9%,93.8%,6.2%,2.9%,3.3%
27450,Chocó,Medio San Juan,7505,4056,3449,Partido de la U,3367,290,191,107,200,33,726,210,24,13,1479,2,17,7,25,4,0,39,MAIS,51,0,38,0,0,0,0,3,10,3418,638,224,414,54.0%,46.0%,83.0%,8.6%,5.7%,3.2%,5.9%,1.0%,21.6%,6.2%,0.7%,0.4%,43.9%,0.1%,0.5%,0.2%,0.7%,0.1%,0.0%,1.2%,1.3%,0.0%,74.5%,0.0%,0.0%,0.0%,0.0%,5.9%,19.6%,84.3%,15.7%,5.5%,10.2%
27491,Chocó,Nóvita,5321,2981,2340,Partido Liberal,2188,130,346,117,133,34,729,23,19,13,581,0,28,0,12,3,1,19,MAIS,97,0,85,1,0,0,4,1,6,2285,696,165,531,56.0%,44.0%,73.4%,5.9%,15.8%,5.3%,6.1%,1.6%,33.3%,1.1%,0.9%,0.6%,26.6%,0.0%,1.3%,0.0%,0.5%,0.1%,0.0%,0.9%,3.3%,0.0%,87.6%,1.0%,0.0%,0.0%,4.1%,1.0%,6.2%,76.7%,23.3%,5.5%,17.8%
